Sample	indicators1	indicators2	indicators3	indicators4	indicators5
21540	0	0	0	0	0
21550	0	0	0	0	0
21560	0	0	0	0	0
21570	0	0	0	0	0
21580	0	0	0	0	1
21590	0	0	0	0	0
21600	0	1	0	0	1
21610	1	1	0	0	1
21620	0	1	1	1	1
21630	1	0	1	1	1
21640	0	1	0	0	1
21650	0	0	1	1	0
21660	0	1	1	0	1
21670	0	0	0	0	0
21680	1	1	1	1	1
21690	0	0	0	0	0
21700	1	0	1	0	1
21710	1	1	1	0	0
21720	1	1	0	0	0
21730	1	0	1	1	1
21740	0	1	1	0	0
21750	0	0	0	0	1
21760	1	1	0	1	0
21770	1	1	1	1	1
21780	1	1	1	0	1
21790	1	1	0	1	1
21800	1	1	1	1	1
21810	0	0	0	0	1
21820	1	0	0	0	0
21830	1	1	1	1	1
21840	0	1	1	0	0
21850	1	1	1	1	1
21860	1	1	1	1	1
21870	0	1	0	0	1
21880	0	0	1	1	0
21890	1	1	1	0	0
21900	0	0	0	0	0
21910	1	1	0	1	1
21920	1	1	1	1	1
21930	0	1	1	0	1
21940	1	1	0	0	1
21950	1	0	1	0	0
21960	1	0	0	0	0
21970	1	1	1	1	1
21980	0	0	0	0	1
21990	0	0	0	0	0
22000	0	0	1	0	0
22010	1	1	1	1	1
22020	1	1	1	1	1
22030	0	0	0	1	1
22040	0	0	0	1	1
22050	1	1	1	1	1
22060	0	1	1	1	1
22070	1	1	1	1	1
22080	1	1	1	1	1
22090	0	0	1	1	1
22100	0	0	0	0	0
22110	0	0	0	0	0
22120	0	1	0	1	1
22130	1	1	1	0	0
22140	1	1	1	1	0
22150	1	1	1	1	1
22160	1	1	1	1	1
22170	0	0	0	0	0
22180	0	0	0	0	0
22190	0	1	1	0	0
22200	0	0	0	0	0
22210	0	1	1	0	0
22220	0	0	0	0	0
22230	0	0	0	0	0
22240	0	0	0	0	0
22250	0	1	0	0	0
22260	1	1	1	1	0
22270	0	1	1	1	1
22280	1	1	1	1	1
22290	1	1	1	1	1
22300	1	0	0	1	1
22310	1	0	0	1	1
22320	1	1	1	1	1
22330	0	1	1	0	0
22340	0	1	0	1	1
22350	1	0	0	1	1
22360	1	1	1	1	0
22370	0	1	1	1	1
22380	1	0	1	1	1
22390	1	1	1	1	1
22400	1	1	1	1	0
22410	1	1	1	1	0
22420	1	0	1	1	1
22430	0	1	0	1	0
22440	0	0	0	0	0
22450	0	0	0	0	1
22460	0	1	0	1	1
22470	1	1	1	1	0
22480	1	1	1	1	0
22490	1	0	0	1	0
22500	0	0	1	1	0
22510	0	1	1	1	1
22520	0	0	1	1	0
22530	0	0	1	1	1
22540	1	1	1	1	1
22550	1	1	1	1	1
22560	1	1	0	0	1
22570	0	0	0	0	1
22580	1	1	1	0	1
22590	1	1	1	1	1
22600	0	0	1	0	1
22610	0	0	0	0	1
22620	0	0	0	0	0
22630	1	1	1	0	1
22640	0	1	1	0	1
22650	0	1	0	1	0
22660	1	0	0	0	1
22670	1	1	1	1	1
22680	1	1	1	1	1
22690	1	1	1	1	1
22700	1	1	1	1	1
22710	0	0	0	1	1
22720	1	1	1	1	1
22730	1	1	0	0	0
22740	0	0	0	0	1
22750	1	1	1	0	0
22760	0	0	1	0	0
22770	1	1	1	1	1
22780	0	0	1	1	1
22790	0	0	0	0	0
22800	1	0	0	0	1
22810	1	0	0	0	1
22820	1	1	1	1	1
22830	0	0	0	1	1
22840	0	1	1	0	0
22850	0	0	0	0	0
22860	1	0	1	1	0
22870	0	0	1	0	1
22880	0	0	0	0	0
22890	1	0	1	0	0
22900	1	1	1	0	1
22910	0	1	0	1	0
22920	0	0	0	1	0
22930	1	1	1	0	0
22940	0	0	0	0	0
22950	0	0	0	0	1
22960	0	1	0	1	1
22970	1	0	0	0	0
22980	0	0	0	0	0
22990	0	0	1	0	0
23000	0	0	1	0	0
23010	1	0	1	0	0
23020	0	1	1	1	1
23030	0	0	0	0	1
23040	0	0	0	0	1
23050	0	1	1	0	1
23060	0	0	0	1	0
23070	0	0	0	0	0
23080	0	0	1	0	0
23090	0	0	0	0	0
23100	1	1	0	0	1
23110	1	0	0	1	0
23120	1	1	1	1	1
23130	1	1	1	1	1
23140	0	1	1	1	1
23150	0	1	0	1	1
23160	0	1	0	1	0
23170	1	1	1	1	0
23180	1	0	1	1	0
23190	1	0	1	1	1
23200	0	0	0	0	0
23210	1	1	1	1	1
23220	1	1	1	1	1
23230	0	0	0	0	0
23240	0	0	0	0	0
23250	0	0	0	0	0
23260	0	0	0	0	0
23270	0	1	1	1	1
23280	1	1	1	1	1
23290	0	1	1	0	1
23300	1	1	1	1	1
23310	1	1	0	0	0
23320	0	0	0	0	0
23330	0	0	0	0	0
23340	0	0	1	1	0
23350	0	1	0	0	1
23360	1	1	1	0	1
23370	0	1	0	0	1
23380	0	1	1	1	1
23390	1	1	1	1	0
23400	0	0	1	0	0
23410	0	1	1	1	1
23420	1	0	0	1	0
23430	0	0	0	0	0
23440	0	1	1	1	0
23450	0	1	0	1	1
23460	0	0	0	0	0
23470	0	0	0	0	1
23480	0	0	1	0	0
23490	0	0	0	0	0
23500	0	0	0	0	1
23510	0	0	1	0	1
23520	0	1	0	1	1
23530	1	1	0	1	1
23540	0	0	1	1	1
23550	1	1	1	1	1
23560	1	1	1	1	1
23570	1	1	1	1	0
23580	0	0	1	1	1
23590	0	1	1	0	1
23600	1	1	0	0	0
23610	1	1	0	0	0
23620	1	1	1	1	0
23630	1	1	1	0	1
23640	0	0	0	0	0
23650	0	0	0	0	1
23660	0	0	1	0	1
23670	0	0	0	0	1
23680	0	0	0	0	1
23690	0	0	0	0	0
23700	0	0	0	0	0
23710	0	1	0	0	1
23720	0	0	1	0	0
23730	1	1	1	1	0
23740	1	1	1	1	1
23750	0	0	0	1	0
23760	1	0	0	0	0
23770	1	0	0	1	1
23780	0	0	0	1	1
23790	0	1	1	0	1
23800	0	1	0	0	0
23810	0	0	0	0	1
23820	0	0	0	0	0
23830	0	0	0	1	1
23840	1	1	1	1	1
23850	0	0	0	0	0
23860	1	1	1	0	1
23870	0	1	1	0	1
23880	1	1	1	0	1
23890	0	0	0	0	0
23900	1	1	1	1	1
23910	1	1	1	1	1
23920	1	1	1	1	1
23930	1	1	0	1	1
23940	1	1	0	0	1
23950	1	0	0	0	0
23960	1	1	1	1	1
23970	1	1	1	1	1
23980	1	0	1	1	1
23990	1	1	0	0	1
24000	1	1	1	1	1
24010	0	1	1	0	1
24020	1	0	0	1	0
24030	1	1	1	1	1
24040	1	1	1	1	1
24050	1	1	1	0	1
24060	1	1	1	1	1
24070	1	1	0	0	0
24080	0	0	0	1	0
24090	0	0	0	0	0
24100	0	0	0	0	0
24110	1	0	0	1	1
24120	0	1	1	1	0
24130	1	1	1	1	1
24140	0	1	0	0	0
24150	0	0	0	0	0
24160	0	0	0	0	1
24170	1	1	1	1	1
24180	1	1	1	0	1
24190	1	0	0	0	0
24200	0	0	0	0	0
24210	0	0	0	0	0
24220	0	0	0	1	1
24230	0	0	0	0	0
24240	1	0	0	0	0
24250	0	1	0	0	0
24260	0	0	0	1	0
24270	1	1	1	1	1
24280	1	1	1	1	1
24290	0	1	1	0	1
24300	1	1	1	1	0
24310	0	0	0	1	1
24320	1	1	1	1	1
24330	0	0	0	0	0
24340	1	0	1	1	0
24350	0	0	0	0	0
24360	0	1	0	0	0
24370	1	0	1	0	0
24380	1	1	0	0	0
24390	1	0	0	0	1
24400	0	0	0	0	0
24410	0	0	0	0	0
24420	1	1	1	1	1
24430	1	1	1	1	1
24440	1	1	0	0	0
24450	1	1	0	0	1
24460	0	0	0	0	0
24470	0	0	0	0	1
24480	1	0	0	0	1
24490	1	1	1	1	1
24500	1	1	1	1	1
24510	0	0	0	0	1
24520	0	0	0	0	0
24530	1	0	1	1	0
24540	1	1	0	0	1
24550	0	0	0	0	0
24560	0	0	0	0	0
24570	0	0	0	1	0
24580	1	1	1	1	1
24590	1	1	1	1	0
24600	0	0	0	0	0
24610	1	1	0	0	1
24620	0	1	0	1	1
24630	0	0	0	0	1
24640	1	1	0	0	0
24650	0	1	1	1	1
24660	1	1	0	1	1
24670	1	1	0	1	1
24680	1	1	1	1	0
24690	0	0	0	0	0
24700	0	1	0	0	1
24710	1	1	0	1	1
24720	0	0	0	0	0
24730	0	0	0	0	0
24740	0	1	0	0	1
24750	1	1	1	1	1
24760	0	0	0	0	0
24770	1	0	1	1	0
24780	0	1	1	0	1
24790	1	0	1	1	0
24800	1	1	0	0	0
24810	0	1	1	1	1
24820	0	1	1	1	0
24830	1	1	1	1	0
24840	1	1	1	1	1
24850	0	0	1	1	0
24860	1	1	1	1	0
24870	1	1	1	1	1
24880	1	1	1	1	1
24890	1	1	1	1	1
24900	1	0	0	1	1
24910	1	0	1	0	0
24920	1	1	1	1	1
24930	1	1	1	1	1
24940	0	0	1	0	1
24950	1	0	0	0	1
24960	1	1	1	0	1
24970	1	1	1	0	0
24980	0	0	0	1	1
24990	1	1	1	1	1
25000	1	1	1	1	1
25010	1	1	1	1	1
25020	1	1	1	1	0
25030	1	0	1	1	0
25040	1	1	1	1	1
25050	1	1	1	1	1
25060	1	0	1	0	1
25070	0	0	0	1	0
25080	0	0	0	0	1
25090	0	0	0	0	0
25100	0	0	1	1	1
25110	1	1	1	1	1
25120	1	1	1	1	1
25130	1	1	1	0	1
25140	0	0	0	0	0
25150	0	0	0	0	1
25160	0	0	0	0	0
25170	1	1	1	0	1
25180	1	0	1	1	1
25190	1	0	0	1	1
25200	1	0	1	0	1
25210	1	1	1	0	1
25220	0	0	0	0	0
25230	1	1	0	0	0
25240	1	1	0	0	1
25250	0	0	0	0	1
25260	1	1	1	0	1
25270	1	0	0	1	0
25280	0	0	1	1	0
25290	0	1	0	1	0
25300	1	1	1	1	1
25310	1	1	1	1	1
25320	0	1	0	0	1
25330	0	1	0	0	0
25340	1	0	0	0	1
25350	1	1	1	1	1
25360	1	1	1	1	1
25370	1	1	1	1	1
25380	0	0	1	1	1
25390	1	1	1	1	0
25400	1	0	1	1	1
25410	0	1	0	1	1
25420	0	0	0	0	0
25430	0	0	1	0	1
25440	0	0	0	0	0
25450	0	0	1	0	1
25460	1	1	1	0	0
25470	0	0	0	0	0
25480	0	1	0	0	1
25490	1	0	1	1	1
25500	1	0	0	0	0
25510	0	0	0	0	1
25520	0	0	0	0	0
25530	0	0	1	0	1
25540	1	1	1	0	1
25550	1	1	1	1	1
25560	0	0	1	0	1
25570	1	0	1	0	0
25580	0	0	1	0	0
25590	1	1	0	0	1
25600	1	1	1	0	1
25610	1	1	0	1	1
25620	1	0	1	0	0
25630	1	0	0	0	1
25640	1	1	1	1	1
25650	0	0	0	1	0
25660	1	0	0	0	1
25670	1	0	0	0	0
25680	0	1	1	1	0
25690	0	0	0	0	0
25700	1	1	0	1	0
25710	0	0	0	1	0
25720	1	0	1	0	0
25730	0	1	1	0	0
25740	1	0	0	1	0
25750	0	0	0	0	0
25760	0	0	0	0	0
25770	0	0	0	0	0
25780	0	1	0	0	0
25790	1	1	1	1	1
25800	1	1	1	1	1
25810	1	1	1	1	1
25820	1	1	1	1	1
25830	1	0	0	1	1
25840	1	0	1	1	1
25850	1	1	1	1	1
25860	0	0	0	1	0
25870	0	0	1	0	0
25880	0	1	1	1	1
25890	0	1	1	0	0
25900	1	0	1	1	1
25910	0	0	0	0	0
25920	0	1	1	0	1
25930	1	0	0	1	0
25940	1	1	1	1	1
25950	1	0	1	0	1
25960	0	1	0	0	0
25970	1	1	1	1	1
25980	0	1	1	0	0
25990	0	0	1	1	0
26000	1	1	1	1	0
26010	1	1	1	1	1
26020	1	1	1	0	0
26030	1	1	1	1	0
26040	1	1	1	1	1
26050	0	0	1	0	1
26060	1	1	0	1	1
26070	1	1	1	1	1
26080	0	1	1	0	0
26090	0	0	0	0	0
26100	0	0	0	1	0
26110	0	0	0	0	0
26120	0	0	1	1	1
26130	1	1	0	0	1
26140	1	1	1	1	1
26150	1	1	0	1	0
26160	0	1	0	1	0
26170	1	0	0	1	0
26180	0	0	0	0	0
26190	0	0	1	0	1
26200	0	0	0	0	0
26210	0	0	0	0	0
26220	0	0	0	0	1
26230	0	0	0	0	0
26240	0	0	0	0	0
26250	0	0	0	0	0
26260	0	0	0	0	0
26270	0	0	0	0	0
26280	0	0	0	0	0
26290	1	0	0	0	0
26300	0	0	0	0	0
26310	0	0	0	0	0
26320	1	1	0	0	0
26330	1	0	1	1	1
26340	1	1	0	1	1
26350	1	1	1	0	0
26360	1	1	1	1	0
26370	0	0	1	0	0
26380	0	0	1	0	0
26390	1	0	1	1	1
26400	1	1	0	1	1
26410	1	1	1	0	1
26420	0	0	0	0	0
26430	0	0	1	1	1
26440	1	0	0	0	0
26450	0	0	1	1	0
26460	1	0	1	0	0
26470	0	1	1	1	1
26480	1	1	1	1	1
26490	1	1	1	1	1
26500	1	1	1	1	0
26510	1	1	0	1	1
26520	0	0	0	0	1
26530	0	1	1	1	1
26540	0	1	0	0	1
26550	0	0	1	1	1
26560	1	1	1	0	1
26570	0	0	0	0	0
26580	0	0	0	0	0
26590	0	0	0	0	0
26600	0	0	0	0	0
26610	0	1	0	0	0
26620	1	0	1	0	0
26630	0	0	1	0	0
26640	0	0	0	0	1
26650	0	0	0	0	0
26660	0	0	1	0	0
26670	1	1	1	0	1
26680	1	1	1	1	1
26690	0	0	1	1	0
26700	1	0	1	1	0
26710	1	0	1	1	1
26720	0	0	1	0	0
26730	0	0	0	0	1
26740	0	0	0	0	0
26750	0	1	0	0	0
26760	0	1	1	0	1
26770	0	0	0	1	0
26780	1	1	1	1	1
26790	1	1	1	1	1
26800	1	1	1	1	1
26810	0	0	0	0	0
26820	0	0	0	0	0
26830	1	0	1	0	0
26840	0	0	1	0	1
26850	1	0	0	1	1
26860	1	1	0	1	0
26870	0	0	0	1	0
26880	0	0	0	0	0
26890	1	0	1	0	0
26900	0	1	0	0	0
26910	1	1	1	1	1
26920	1	1	1	1	1
26930	0	0	0	0	0
26940	0	0	0	0	0
26950	1	1	0	0	0
26960	1	1	1	1	1
26970	1	0	1	0	1
26980	0	0	0	0	1
26990	0	0	0	0	0
27000	1	0	0	0	0
27010	0	1	1	1	1
27020	1	0	0	1	0
27030	0	0	0	1	0
27040	0	1	0	0	0
27050	0	0	0	0	0
27060	0	0	0	1	0
27070	1	0	1	1	0
27080	0	0	1	0	0
27090	0	0	0	0	0
27100	0	0	0	0	0
27110	0	1	0	0	0
27120	1	1	1	0	0
27130	1	1	1	1	1
27140	1	1	0	1	1
27150	1	1	1	1	0
27160	1	0	1	1	0
27170	0	1	1	0	1
27180	1	1	1	1	1
27190	1	1	1	1	1
27200	1	1	1	0	1
27210	0	0	1	0	0
27220	1	1	1	1	1
27230	0	1	1	1	1
27240	1	1	1	1	1
27250	1	1	1	1	1
27260	1	1	1	0	0
27270	0	0	1	0	0
27280	1	1	1	1	1
27290	1	1	1	1	1
27300	1	1	1	1	1
27310	0	0	0	0	0
27320	0	0	0	0	0
27330	0	0	0	0	0
27340	0	0	0	0	1
27350	1	0	0	1	1
27360	0	1	1	1	1
27370	0	0	0	0	0
27380	0	1	0	0	0
27390	1	1	1	1	1
27400	1	0	0	0	0
27410	1	1	1	1	1
27420	1	1	1	0	1
27430	1	0	1	0	0
27440	1	0	0	0	0
27450	0	0	1	0	0
27460	1	1	0	0	0
27470	1	1	1	0	1
27480	1	1	1	1	1
27490	1	1	1	1	1
27500	1	1	1	1	1
27510	0	0	0	0	0
27520	0	0	0	0	0
27530	0	0	0	0	0
27540	1	1	1	1	1
27550	0	0	1	0	1
27560	1	1	1	1	1
27570	1	1	1	1	1
27580	1	1	0	1	1
27590	1	1	1	1	1
27600	1	1	1	1	1
27610	1	1	1	1	1
27620	1	1	1	1	1
27630	1	1	1	1	1
27640	1	1	0	1	1
27650	0	0	1	0	0
27660	0	1	0	0	0
27670	1	0	0	1	1
27680	1	1	0	1	1
27690	1	1	1	1	1
27700	0	0	0	1	1
27710	0	0	0	1	0
27720	1	0	0	0	0
27730	1	1	1	1	1
27740	1	1	1	1	1
27750	1	1	1	1	0
27760	0	0	0	0	0
27770	0	0	0	0	0
27780	1	1	0	1	1
27790	1	1	1	1	1
27800	0	1	1	1	1
27810	1	0	0	1	0
27820	1	1	0	1	0
27830	0	0	0	0	0
27840	0	0	0	0	0
27850	1	1	1	1	0
27860	1	0	0	0	0
27870	1	1	1	0	1
27880	1	0	1	0	1
27890	1	0	1	0	0
27900	0	0	1	0	1
27910	0	0	0	0	0
27920	0	0	0	0	0
27930	0	0	0	0	0
27940	0	0	1	1	0
27950	1	0	0	1	1
27960	0	0	0	0	1
27970	1	1	0	0	0
27980	1	1	0	0	0
27990	0	0	1	1	0
28000	0	0	0	0	0
28010	0	0	0	0	0
28020	0	0	0	0	1
28030	0	0	1	0	0
28040	1	0	0	0	0
28050	1	1	0	0	1
28060	1	1	0	1	1
28070	0	1	1	0	1
28080	0	1	1	0	0
28090	0	1	1	0	0
28100	0	0	0	1	0
28110	0	0	0	0	0
28120	1	1	1	0	1
28130	1	0	0	0	0
28140	1	1	1	1	1
28150	1	1	0	1	0
28160	1	0	0	0	1
28170	0	0	1	0	1
28180	0	1	1	1	1
28190	0	0	0	0	0
28200	1	1	1	0	0
28210	0	0	0	0	0
28220	0	0	0	0	1
28230	1	0	0	0	0
28240	0	0	1	1	1
28250	0	0	1	0	1
28260	1	0	1	0	1
28270	0	0	1	1	0
28280	0	0	0	0	0
28290	0	0	0	0	1
28300	1	1	0	1	1
28310	1	0	1	1	1
28320	1	0	1	1	1
28330	0	1	0	0	0
28340	1	0	0	0	0
28350	1	1	0	1	0
28360	0	0	0	0	0
28370	0	0	0	0	1
28380	0	0	0	0	0
28390	1	0	1	1	0
28400	0	0	0	0	0
28410	1	0	0	0	0
28420	1	1	0	0	1
28430	1	0	0	1	1
28440	1	1	1	1	1
28450	0	1	0	1	1
28460	1	1	1	1	1
28470	1	1	1	1	1
28480	1	1	1	0	1
28490	1	1	1	1	0
28500	0	0	0	0	1
28510	0	1	0	1	0
28520	1	1	1	0	1
28530	1	1	1	1	1
28540	0	1	1	1	0
28550	0	0	0	1	0
28560	0	0	0	0	0
28570	1	0	0	0	1
28580	0	1	1	1	1
28590	0	0	0	0	1
28600	0	0	0	0	0
28610	1	0	1	0	0
28620	1	1	1	1	1
28630	1	1	1	1	0
28640	0	0	1	0	0
28650	0	0	1	0	0
28660	0	0	0	1	1
28670	0	1	0	0	0
28680	0	0	1	1	1
28690	1	1	1	0	1
28700	0	0	0	1	0
28710	0	0	1	0	0
28720	0	0	0	0	0
28730	0	1	0	1	0
28740	1	0	1	1	1
28750	1	0	1	1	1
28760	1	1	1	1	1
28770	1	1	0	1	1
28780	1	1	0	1	1
28790	0	1	0	0	0
28800	0	0	0	0	0
28810	0	0	0	0	0
28820	0	0	0	0	0
28830	0	1	0	0	0
28840	0	1	0	0	0
28850	0	0	0	1	0
28860	1	1	1	0	0
28870	0	0	0	0	1
28880	0	0	0	0	1
28890	0	0	0	0	0
28900	0	1	0	1	0
28910	0	0	0	1	0
28920	0	1	1	0	1
28930	0	0	1	0	1
28940	0	1	1	1	1
28950	1	1	0	1	1
28960	0	0	0	1	0
28970	0	0	0	0	1
28980	1	1	1	1	1
28990	0	1	0	1	0
29000	0	0	0	0	0
29010	0	0	0	0	0
29020	0	0	1	0	0
29030	0	0	0	0	1
29040	0	0	0	0	0
29050	1	1	1	0	1
29060	1	0	0	0	1
29070	0	0	0	0	0
29080	0	0	0	0	0
29090	0	0	0	0	0
29100	1	1	0	1	0
29110	0	0	1	1	0
29120	1	1	1	1	1
29130	0	1	1	1	1
29140	0	0	0	0	1
29150	1	1	0	1	0
29160	1	1	1	1	1
29170	1	1	1	1	0
29180	1	1	1	0	1
29190	1	1	1	0	0
29200	1	1	1	1	1
29210	0	0	0	0	0
29220	1	1	1	1	1
29230	1	1	1	1	1
29240	0	1	0	0	1
29250	0	0	0	0	0
29260	1	0	1	1	1
29270	0	0	1	0	0
29280	1	1	1	0	1
29290	0	0	1	0	1
29300	1	0	1	1	0
29310	1	0	0	0	0
29320	0	0	0	0	0
29330	1	1	0	1	1
29340	0	0	1	0	0
29350	0	1	0	0	1
29360	0	1	1	1	1
29370	1	1	1	1	1
29380	1	1	1	1	1
29390	1	1	1	1	1
29400	1	1	1	1	1
29410	1	1	1	0	0
29420	0	0	1	1	1
29430	0	0	0	1	0
29440	0	0	1	0	0
29450	0	0	0	0	1
29460	1	1	1	1	1
29470	1	1	1	1	1
29480	1	1	1	1	1
29490	1	1	1	1	1
29500	1	0	0	0	1
29510	0	0	1	1	0
29520	0	0	0	0	0
29530	1	1	0	0	1
29540	1	1	1	1	1
29550	0	0	0	0	0
29560	0	1	1	1	1
29570	0	1	0	1	0
29580	1	1	1	1	1
29590	0	1	0	0	1
29600	0	0	1	0	0
29610	0	0	0	0	0
29620	1	0	1	0	0
29630	0	0	1	0	0
29640	1	1	1	1	1
29650	1	1	1	1	1
29660	0	0	0	1	1
29670	1	0	0	1	0
29680	0	1	0	0	0
29690	0	0	0	1	0
29700	1	1	1	0	1
29710	1	0	1	1	1
29720	1	1	1	1	1
29730	1	1	1	1	1
29740	0	0	0	1	0
29750	0	0	1	1	1
29760	1	0	1	1	0
29770	1	1	1	0	0
29780	1	1	1	0	1
29790	0	0	0	0	0
29800	0	0	0	0	0
29810	0	0	0	0	1
29820	0	1	0	0	0
29830	1	1	1	0	1
29840	1	1	0	0	1
29850	1	0	0	1	0
29860	0	0	0	0	0
29870	0	0	0	0	0
29880	0	0	0	0	0
29890	1	1	1	1	0
29900	0	0	0	0	1
29910	0	1	0	1	0
29920	0	0	0	0	0
29930	1	1	1	1	1
29940	0	0	0	0	1
29950	0	0	1	0	1
29960	1	1	1	1	1
29970	1	1	0	0	1
29980	0	0	0	1	1
29990	1	1	1	1	1
30000	0	1	0	0	1
30010	0	0	0	0	0
30020	0	0	0	0	0
30030	0	0	0	0	0
30040	1	0	0	0	1
30050	0	0	0	0	0
30060	0	0	1	0	0
30070	0	0	1	0	0
30080	1	1	0	0	1
30090	1	0	0	0	0
30100	1	1	1	0	1
30110	1	0	1	1	0
30120	1	1	1	1	1
30130	1	1	0	0	1
30140	0	1	1	1	0
30150	1	1	1	1	1
30160	1	1	1	1	1
30170	1	0	1	1	1
30180	0	0	0	0	0
30190	0	0	0	0	0
30200	0	0	1	0	0
30210	0	0	1	0	0
30220	0	0	0	1	0
30230	0	0	0	0	0
30240	0	0	0	0	0
30250	0	0	1	1	1
30260	1	0	1	1	1
30270	1	1	1	1	1
30280	1	1	1	1	1
30290	0	1	1	1	1
30300	1	1	1	1	1
30310	1	1	1	1	0
30320	1	1	0	1	1
30330	1	1	1	1	1
30340	0	0	1	0	1
30350	1	1	0	1	1
30360	0	0	0	0	0
30370	1	0	1	0	1
30380	1	1	1	1	1
30390	1	0	0	1	1
30400	0	0	0	0	0
30410	0	0	0	0	0
30420	0	0	0	0	0
30430	0	0	0	1	1
30440	0	0	1	0	1
30450	1	1	1	1	0
30460	1	1	1	0	1
30470	1	0	1	1	1
30480	0	1	1	1	1
30490	1	1	1	1	1
30500	1	1	0	1	1
30510	1	1	1	0	1
30520	1	0	1	1	1
30530	0	0	0	0	0
30540	0	0	1	1	1
30550	0	1	1	0	0
30560	0	1	1	1	0
30570	1	1	1	1	1
30580	0	1	0	0	1
30590	0	0	0	1	0
30600	0	0	1	0	0
30610	0	1	1	1	0
30620	0	0	0	0	0
30630	0	1	0	0	1
30640	1	0	0	1	0
30650	1	1	1	1	1
30660	0	1	1	1	1
30670	0	0	0	0	0
30680	0	0	0	0	0
30690	0	0	0	0	0
30700	1	0	1	0	0
30710	0	0	0	0	0
30720	1	1	0	1	0
30730	1	0	0	1	1
30740	1	1	1	1	1
30750	1	0	0	1	0
30760	1	1	1	1	1
30770	1	0	0	1	0
30780	0	0	1	0	0
30790	0	0	1	1	1
30800	0	1	1	1	1
30810	1	1	0	1	0
30820	0	0	0	0	0
30830	0	0	0	0	0
30840	0	0	0	1	0
30850	1	0	0	1	0
30860	1	0	0	0	0
30870	0	0	0	0	0
30880	0	0	0	0	0
30890	0	0	0	0	0
30900	0	0	0	1	1
30910	1	1	1	1	0
30920	1	1	0	0	0
30930	1	1	1	1	1
30940	1	1	1	1	1
30950	1	0	1	1	1
30960	0	1	1	0	1
30970	1	0	0	1	0
30980	1	1	0	1	1
30990	0	1	0	0	0
31000	0	0	0	0	1
31010	0	0	0	0	0
31020	0	1	0	0	0
31030	0	0	1	0	0
31040	0	1	1	1	1
31050	1	0	1	1	0
31060	1	0	0	0	0
31070	0	1	1	0	0
31080	0	1	0	0	1
31090	0	1	1	1	1
31100	1	1	1	1	0
31110	0	0	0	0	0
31120	1	1	1	0	1
31130	1	1	1	1	1
31140	1	1	0	1	1
31150	1	1	1	1	1
31160	0	1	0	1	1
31170	1	1	1	0	0
31180	1	0	1	1	1
31190	0	0	0	0	0
31200	0	1	1	1	0
31210	0	0	0	0	0
31220	0	0	0	0	1
31230	0	0	1	1	0
31240	0	0	0	0	0
31250	0	1	1	1	0
31260	1	1	0	0	0
31270	1	0	1	0	1
31280	0	1	0	1	1
31290	1	1	1	1	0
31300	1	1	1	1	1
31310	1	1	1	1	1
31320	1	1	1	0	1
31330	1	1	0	1	0
31340	0	0	1	1	1
31350	0	0	0	0	0
31360	0	0	0	0	0
31370	0	1	1	1	0
31380	1	0	0	1	0
31390	0	0	1	0	0
31400	1	0	1	0	0
31410	1	1	0	1	0
31420	1	0	1	1	1
31430	1	1	1	1	1
31440	1	1	0	0	1
31450	0	1	1	1	1
31460	0	1	1	1	1
31470	0	0	0	1	1
31480	0	1	0	1	0
31490	1	1	1	1	0
31500	1	1	0	0	0
31510	0	0	0	0	0
31520	0	0	0	0	0
31530	0	0	0	0	0
31540	0	0	0	0	0
31550	0	0	0	0	0
31560	0	1	1	1	0
31570	1	1	0	1	0
31580	1	0	1	0	0
31590	1	1	1	0	1
31600	0	1	0	1	1
31610	0	0	0	1	0
31620	0	0	0	1	1
31630	0	0	0	0	0
31640	1	1	0	1	0
31650	1	1	1	1	1
31660	1	1	0	1	1
31670	1	1	1	1	1
31680	0	0	1	1	1
31690	0	0	0	0	0
31700	1	0	1	0	1
31710	1	1	1	1	1
31720	1	0	0	1	1
31730	0	0	0	0	0
31740	1	0	0	0	1
31750	0	1	0	0	1
31760	1	1	1	1	0
31770	1	1	1	1	1
31780	0	1	1	1	1
31790	0	0	0	1	0
31800	0	0	1	1	0
31810	1	1	1	0	0
31820	1	1	1	1	1
31830	1	0	0	0	0
31840	0	0	0	1	0
31850	1	1	1	1	1
31860	1	1	1	1	1
31870	1	1	0	0	1
31880	1	0	0	1	1
31890	1	1	1	1	0
31900	1	1	1	1	0
31910	1	0	0	0	1
31920	1	1	1	0	1
31930	1	0	1	1	1
31940	0	0	0	0	0
31950	1	1	0	0	1
31960	1	1	1	1	1
31970	0	1	0	1	0
31980	1	0	1	1	1
31990	1	1	1	1	1
32000	1	1	0	1	1
32010	0	0	0	1	0
32020	1	1	1	1	1
32030	0	1	0	1	1
32040	1	1	0	1	1
32050	0	0	1	1	0
32060	0	1	1	0	0
32070	0	0	0	0	0
32080	1	0	1	1	0
32090	1	1	1	1	1
32100	1	1	1	1	1
32110	1	1	0	0	1
32120	0	0	0	0	1
32130	0	1	1	1	0
32140	0	0	0	0	0
32150	0	0	0	0	0
32160	1	0	0	0	0
32170	0	0	0	0	0
32180	1	0	0	0	0
32190	1	1	1	1	0
32200	1	1	1	1	1
32210	1	1	1	1	1
32220	0	0	0	0	1
32230	1	1	1	1	1
32240	0	1	1	1	1
32250	1	1	0	0	1
32260	1	1	1	1	1
32270	1	0	1	1	0
